"The integration '%1' has been re-authorized.","L'intégration '%1' a été réautorisée.",module,Magento_Integration
"The integration '%1' has been saved.","L'intégration '%1' a été sauvegardée.",module,Magento_Integration
"The integration '%1' has been saved.","L'intégration '%1' a été sauvegardée.",module,Magento_Integration
"The integration was not saved.","L'intégration n'a pas été sauvegardée.",module,Magento_Integration
"The integration you selected asks you to approve access to the following:","L'intégration sélectionnée nécessite d'approuver l'accès à ce qui suit :",module,Magento_Integration
"The nonce is already being used by the consumer with ID %1","Le jeton est déjà utilisé par l'utilisateur ID %1",module,Magento_Integration
"The tokens could not be revoked.","Les jetons ne peuvent être révoqués.",module,Magento_Integration
"This customer has no tokens.","Ce client n'a pas d'authenfication.",module,Magento_Integration
"This integration no longer exists.","Cette intégration n'existe pas.",module,Magento_Integration
"This user has no tokens.","Cet utilisateur ne possède pas de jetons.",module,Magento_Integration
"Timeout for OAuth consumer credentials Post request within X seconds.","Délai de connexion OAuth atteint. Veuillez ressayer.",module,Magento_Integration
"Token is already being used","L'authentification est déjà utilisée",module,Magento_Integration
"Token is not an access token","L'authentification n'est une authentification d'accès",module,Magento_Integration
"Token is not associated with the specified consumer","L'authentification n'est pas associée à l'API spécifiée",module,Magento_Integration
"Token is not the correct length","La clé API n'a pas la bonne longueur",module,Magento_Integration
"Token verifier and verifier token do not match","Le jeton du vérificateur et la vérification du jeton ne correspondent pas",module,Magento_Integration
"Unable to post data to consumer due to an unexpected error","Impossible de publier des données de l'authentification en raison d'une erreur",module,Magento_Integration
"Unexpected error. Unable to create oAuth consumer account.","Erreur inattendue. Impossible de créer le compte oAuth.",module,Magento_Integration
"Unexpected error. Unable to load oAuth consumer account.","Erreur inattendue. Impossible de charger le compte d'authenfication oAuth.",module,Magento_Integration
"Uninstall the extension to remove integration '%1'.","Désinstaller l'extension pour supprimer l'intégration '%1'.",module,Magento_Integration
"Uninstall the extension to remove this integration","Désinstaller l'extension pour supprimer cette intégration",module,Magento_Integration
"URL to redirect user to link their 3rd party account with this Magento integration credentials.","URL pour rediriger l'utilisateur afin de lier leur compte Magento 3rd party avec les informations d'identification d'intégration.",module,Magento_Integration
"Verifier is invalid","Vérificateur invalide",module,Magento_Integration
"Verifier is not the correct length","Le vérificateur n'a pas la bonne longueur",module,Magento_Integration
"View ""%1"" Integration","Voir ""%1"" Intégration",module,Magento_Integration
"View","Voir",module,Magento_Integration
"Warning! Integrations not using HTTPS are insecure and potentially expose private or personally identifiable information","Attention ! L'intégration n'utilise pas HTTPS et expose potentiellement des informations privées ou personnelles",module,Magento_Integration
"You did not sign in correctly or your account is temporarily disabled.","Erreur dans les paramètres de connexion ou votre compte est temporairement désactivé.",module,Magento_Integration
